scope,item_key,item_id,item_name,quality,added_at,last_velocity,is_active
,,50447,,,2026-08-06T07:29:22Z,,1
,,47191,,,2026-08-06T07:29:22Z,,1
,,41765,,,2026-08-06T07:29:22Z,,1
,,44879,,,2026-08-06T07:29:22Z,,1
,,50788,,,2026-08-06T07:29:22Z,,1
,,41092,,,2026-08-06T07:29:22Z,,1
,,41099,,,2026-08-06T07:29:22Z,,1
,,23876,,,2026-08-06T07:29:22Z,,1
,,38450,,,2026-08-06T07:29:22Z,,1
,,2995,,,2026-08-06T07:29:22Z,,1
,,49266,,,2026-08-06T07:29:22Z,,1
,,33931,,,2026-08-06T07:29:22Z,,1
,,35084,,,2026-08-06T07:29:22Z,,1
,,44246,,,2026-08-06T07:29:22Z,,1
,,8147,,,2026-08-06T07:29:22Z,,1
,,5472,,,2026-08-06T07:29:22Z,,1
,,44048,,,2026-08-06T07:29:22Z,,1
,,28724,,,2026-08-06T07:29:22Z,,1
,,47186,,,2026-08-06T07:29:22Z,,1
,,49254,,,2026-08-06T07:29:22Z,,1
,,49275,,,2026-08-06T07:29:22Z,,1
,,41766,,,2026-08-06T07:29:22Z,,1
,,52633,,,2026-08-06T07:29:22Z,,1
,,46057,,,2026-08-06T07:29:22Z,,1
,,21795,,,2026-08-06T07:29:22Z,,1
,,32829,,,2026-08-06T07:29:22Z,,1
,,50790,,,2026-08-06T07:29:22Z,,1
,,12768,,,2026-08-06T07:29:22Z,,1
,,12594,,,2026-08-06T07:29:22Z,,1
,,49252,,,2026-08-06T07:29:22Z,,1
,,49260,,,2026-08-06T07:29:22Z,,1
,,18998,,,2026-08-06T07:29:22Z,,1
,,27717,,,2026-08-06T07:29:22Z,,1
,,16598,,,2026-08-06T07:29:22Z,,1
,,24224,,,2026-08-06T07:29:22Z,,1
,,39314,,,2026-08-06T07:29:22Z,,1
,,7029,,,2026-08-06T07:29:22Z,,1
,,15982,,,2026-08-06T07:29:22Z,,1
,,49293,,,2026-08-06T07:29:22Z,,1
,,7559,,,2026-08-06T07:29:22Z,,1
,,24508,,,2026-08-06T07:29:22Z,,1
,,46855,,,2026-08-06T07:29:22Z,,1
,,51952,,,2026-08-06T07:29:22Z,,1
,,10373,,,2026-08-06T07:29:22Z,,1
,,12843,,,2026-08-06T07:29:22Z,,1
,,52286,,,2026-08-06T07:29:22Z,,1
,,6524,,,2026-08-06T07:29:22Z,,1
,,51288,,,2026-08-06T07:29:22Z,,1
,,49306,,,2026-08-06T07:29:22Z,,1
,,19983,,,2026-08-06T07:29:22Z,,1
,,13715,,,2026-08-06T07:29:22Z,,1
,,49264,,,2026-08-06T07:29:22Z,,1
,,44044,,,2026-08-06T07:29:22Z,,1
,,8160,,,2026-08-06T07:29:22Z,,1
,,16597,,,2026-08-06T07:29:22Z,,1
,,48222,,,2026-08-06T07:29:22Z,,1
,,30113,,,2026-08-06T07:29:22Z,,1
,,45070,,,2026-08-06T07:29:22Z,,1
,,8841,,,2026-08-06T07:29:22Z,,1
,,37808,,,2026-08-06T07:29:22Z,,1
,,20477,,,2026-08-06T07:29:22Z,,1
,,13089,,,2026-08-06T07:29:22Z,,1
,,15983,,,2026-08-06T07:29:22Z,,1
,,49279,,,2026-08-06T07:29:22Z,,1
,,16819,,,2026-08-06T07:29:22Z,,1
,,33275,,,2026-08-06T07:29:22Z,,1
,,13,,,2026-08-06T07:29:22Z,,1
,,22512,,,2026-08-06T07:29:22Z,,1
,,52617,,,2026-08-06T07:29:22Z,,1
,,13307,,,2026-08-06T07:29:22Z,,1
,,47184,,,2026-08-06T07:29:22Z,,1
,,32221,,,2026-08-06T07:29:22Z,,1
,,44874,,,2026-08-06T07:29:22Z,,1
,,33932,,,2026-08-06T07:29:22Z,,1
,,22492,,,2026-08-06T07:29:22Z,,1
,,41779,,,2026-08-06T07:29:22Z,,1
,,47259,,,2026-08-06T07:29:22Z,,1
,,51965,,,2026-08-06T07:29:22Z,,1
,,3771,,,2026-08-06T07:29:22Z,,1
,,5336,,,2026-08-06T07:29:22Z,,1
,,44020,,,2026-08-06T07:29:22Z,,1
,,50442,,,2026-08-06T07:29:22Z,,1
,,9719,,,2026-08-06T07:29:22Z,,1
,,49310,,,2026-08-06T07:29:22Z,,1
,,50829,,,2026-08-06T07:29:22Z,,1
,,13717,,,2026-08-06T07:29:22Z,,1
,,39474,,,2026-08-06T07:29:22Z,,1
,,43858,,,2026-08-06T07:29:22Z,,1
,,49259,,,2026-08-06T07:29:22Z,,1
